batch_id,customer_id,start_ts,end_ts,moisture,bean_size,sugar_content,density,harvest_year,roasting_time,water_mist
B-944504,5b8f2219-0761-4760-a450-2b2f260d20d5,2023-01-10T23:01:51.750Z,2023-01-10T23:13:18.793Z,10.534100531738517,mittel,8.271382247454147,1.037330568230108,2024,11.450712501267406,0
B-980549,c01211e4-d8f1-45ac-bd3e-0c21c9cc0a75,2023-01-10T23:18:18.793Z,2023-01-10T23:29:23.927Z,11.779261591246874,mittel,8.875121976506898,1.0162788908393534,2023,11.085562921361609,0
B-383095,3cb586d9-a86a-4f7d-9599-760e2941b9ce,2023-01-10T23:34:23.927Z,2023-01-10T23:45:01.233Z,10.16456797855085,mittel,8.291672608693467,1.1137912713823819,2024,10.62177640455642,0
B-380113,a91a87f3-789e-4b3f-8c2c-36826370a5b1,2023-01-10T23:50:01.233Z,2023-01-11T00:02:57.356Z,12.130960750130702,mittel,10.206551336272108,0.9573887678501338,2024,12.93538020771777,1
B-434609,795ca9e8-dd20-4656-98ff-8be7ec1748e2,2023-01-11T00:07:57.356Z,2023-01-11T00:22:34.629Z,8.965423099799256,groß,8.289737295741865,0.8759050851014988,2022,14.621211825626926,1
B-850449,e77d8863-3c85-4de1-8276-c3d005931100,2023-01-11T00:27:34.629Z,2023-01-11T00:41:55.161Z,12.81869488037116,groß,11.703455134189854,0.8235399495094243,2024,14.342203943339118,0
B-890106,eee21d5a-e916-4b1e-afe2-d195fe8de491,2023-01-11T00:46:55.161Z,2023-01-11T00:56:24.373Z,14.5977962472385,klein,11.318468352001716,1.1065356506505677,2024,9.48686932810913,1
B-768830,c93dd570-9fa3-4903-94db-45bd92e903cf,2023-01-11T01:01:24.373Z,2023-01-11T01:15:59.078Z,9.274322879120682,mittel,6.0934106172145075,0.9994566431482514,2024,14.578406102813746,1
B-273723,990e7ae9-e726-4436-a5ca-8f33c82a8a57,2023-01-11T01:20:59.078Z,2023-01-11T01:32:20.898Z,9.108994957198457,mittel,6.87373080463549,1.0068676239703518,2023,11.363682996764142,0
B-463221,0a4ba9d2-309a-4214-a508-6aa8c0e1aaee,2023-01-11T01:37:20.898Z,2023-01-11T01:50:32.986Z,12.906768954235401,groß,10.585695669971207,0.9959086777530046,2024,13.201466030291183,0
B-931565,8920325f-9ed9-4a91-9b48-a4860b992c66,2023-01-11T01:55:32.986Z,2023-01-11T02:05:44.241Z,13.159144291461425,mittel,9.56355650695853,0.99079270921584,2024,10.187569335905579,0
B-590305,05154d4d-d37d-41b9-82e2-a2bcadb694b9,2023-01-11T02:10:44.241Z,2023-01-11T02:23:01.278Z,8.954279945693463,groß,6.206273041659728,0.8,2023,12.28395982774801,0
B-743455,de65bbb7-7293-4f2a-837c-95c399cc00df,2023-01-11T02:28:01.278Z,2023-01-11T02:40:38.925Z,9.159626365808286,mittel,7.671488974196515,1.0136505358747192,2022,12.627446365793814,1
B-622698,4bd81de3-b8db-4af7-bfe8-e550c80a84b9,2023-01-11T02:45:38.925Z,2023-01-11T02:54:40.772Z,9.436430782278986,klein,7.500492274252737,1.0462679981226815,2022,9.030790416160695,0
B-781699,7bf37c03-a7c8-4076-b858-1449fa711b8a,2023-01-11T02:59:40.772Z,2023-01-11T03:12:53.764Z,7.3110989779314455,mittel,5.881676177756743,0.9954021608697867,2022,13.21653433268838,0
B-312686,346d60e0-8c67-4af3-94ed-8a4b3108acdd,2023-01-11T03:17:53.764Z,2023-01-11T03:32:35.277Z,8.162696107031604,groß,5.771661550925214,0.850801264114758,2022,14.691870015676631,0
B-497882,b0a9dad7-a674-4c21-bce8-bc4e1bc0a8f8,2023-01-11T03:37:35.277Z,2023-01-11T03:49:14.319Z,7.991718466495865,groß,6.162974058990925,0.8897300191472606,2024,11.650704108636743,1
B-819782,77fd3865-1c65-44d9-9d3b-a76a5207f120,2023-01-11T03:54:14.319Z,2023-01-11T04:08:57.539Z,8.464404869791743,klein,5.84729075156509,1.1986811124713923,2023,14.720336261656026,1
B-157791,f628c928-1987-43e0-bd64-bcf4905308bf,2023-01-11T04:13:57.539Z,2023-01-11T04:25:34.776Z,9.930630225226437,mittel,8.834702591305938,0.9748215190546141,2022,11.620613013095184,0
B-664149,b7ccc021-16a8-400b-90e0-fb5ea0807088,2023-01-11T04:30:34.776Z,2023-01-11T04:44:16.726Z,10.468429465073042,mittel,9.409992906782186,0.9924692992685034,2024,13.699169062093235,0
B-174970,c60a5f38-119f-477e-8291-6c6e54018b85,2023-01-11T04:49:16.726Z,2023-01-11T04:56:50.498Z,13.101000985628154,klein,8.634612926264431,1.1116939584694663,2023,7.562860068097801,0
B-519870,5ef7ac4a-0533-478a-9b2c-5a93c79da1d9,2023-01-11T05:01:50.498Z,2023-01-11T05:18:40.751Z,8.003291918522418,mittel,5.473122674625524,0.9435968722596153,2023,16.837555558626928,1
B-211009,65d0e32e-105a-4c25-b9af-7d5d166e12df,2023-01-11T05:23:40.751Z,2023-01-11T05:38:40.206Z,11.968644796953168,klein,8.078386582472454,1.1654947389690316,2023,14.990916490485914,0
B-361383,f628c928-1987-43e0-bd64-bcf4905308bf,2023-01-11T05:43:40.206Z,2023-01-11T05:55:06.051Z,9.572022311548983,groß,7.007593914832288,0.8,2023,11.430748991492642,1
B-217161,a598dfdb-3fc4-41b2-82b0-b7e9c5dfc62f,2023-01-11T06:00:06.051Z,2023-01-11T06:08:09.400Z,9.901072580695134,mittel,7.837420094765746,0.9792686549714068,2022,8.055821946712364,1
B-485109,3433d671-b123-4cb5-8253-ee4ddd964a89,2023-01-11T06:13:09.400Z,2023-01-11T06:25:43.964Z,11.349638984333208,groß,7.6300659677680365,0.8002413020050381,2023,12.576056736610978,0
B-240066,76e33ff6-bf77-4345-8356-25e9603b5a5d,2023-01-11T06:30:43.964Z,2023-01-11T06:39:50.693Z,7.754555956875403,klein,5.281784952375009,1.177484159314513,2023,9.112148905852486,0
B-639622,95b5cf7f-ec00-4523-86ee-aabdec32080a,2023-01-11T06:44:50.693Z,2023-01-11T06:57:44.075Z,10.764819492368101,mittel,7.607898221812982,1.0900715049633245,2024,12.889707075114977,0
B-800043,6514d01e-9793-47b2-8900-18f73f69a221,2023-01-11T07:02:44.075Z,2023-01-11T07:15:33.463Z,10.332904416426112,klein,8.473590862539833,1.0849206008598333,2023,12.823131438328565,0
B-775967,56b3fe5d-1583-4c55-90f0-768e06b108d2,2023-01-11T07:20:33.463Z,2023-01-11T07:30:40.494Z,10.984902528016299,klein,8.85726635944929,1.0573490758551214,2024,10.11719366199595,0
B-864940,990e7ae9-e726-4436-a5ca-8f33c82a8a57,2023-01-11T07:35:40.494Z,2023-01-11T07:49:55.011Z,10.578337287815636,klein,7.740932276915255,1.1437556557324966,2024,14.241934047228755,0
B-842462,eabe56e4-a35e-4395-8d2f-44ab107d0e76,2023-01-11T07:54:55.011Z,2023-01-11T08:08:31.679Z,14.91060027982179,klein,12.10530109599683,1.1507848897978878,2024,13.611149405612347,0
B-618354,3cd0a1e6-90b1-4c44-a877-15973721b1af,2023-01-11T08:13:31.679Z,2023-01-11T08:27:28.778Z,8.724520031497368,mittel,6.43293594061063,1.010932965337865,2022,13.951646674577127,0
B-954020,0129d34c-a5cf-4638-82a0-494f54598aba,2023-01-11T08:32:28.778Z,2023-01-11T08:44:29.841Z,8.938006089996364,klein,6.878749761671038,1.1276839742382827,2022,12.017715407337791,1
B-173065,e4b58038-32ed-4989-b1bc-3911e787149d,2023-01-11T08:49:29.841Z,2023-01-11T08:58:39.978Z,8.753718947150471,mittel,8.676427248018914,0.9899680350587284,2022,9.168951866172588,0
B-801128,2c5d7775-0aa3-41a5-92c7-8300f34f1d0e,2023-01-11T09:03:39.978Z,2023-01-11T09:17:37.323Z,8.88904576167949,mittel,8.45169766113394,1.0183755205270302,2022,13.955744544422275,0
B-484003,f8ad80c1-ad53-4039-a458-6f03d4677186,2023-01-11T09:22:37.323Z,2023-01-11T09:34:04.878Z,8.725225745386965,groß,5.680599359381975,0.9020215446322419,2022,11.459257201728418,1
B-613419,53c5f3aa-f153-44b0-a16c-9f1b82fa6e2e,2023-01-11T09:39:04.878Z,2023-01-11T09:48:18.105Z,12.378033062215103,groß,10.732158867651258,0.8,2024,9.220439713614661,0
B-840898,4e89c983-ceb1-4a53-9977-fcce478b66cc,2023-01-11T09:53:18.105Z,2023-01-11T10:08:00.350Z,12.84100849597971,mittel,11.084203351275361,0.9815530280484269,2024,14.704078731948652,1
B-209681,bd2aeac5-f54c-4ee5-9c66-9ad4e82cdc59,2023-01-11T10:13:00.350Z,2023-01-11T10:29:12.278Z,8.858507412501048,mittel,5.938542641248221,1.010690439697053,2023,16.19881504100502,1
B-267274,616b0380-1dac-4fcc-b039-bfb1b7601e7d,2023-01-11T10:34:12.278Z,2023-01-11T10:46:07.329Z,8.335288853791543,klein,7.487008726788095,1.1041011947694632,2022,11.917503742041594,0
B-287953,e6b2b6d5-80d5-4174-ae26-d33a99b32d70,2023-01-11T10:51:07.329Z,2023-01-11T11:07:26.423Z,10.942831112772808,groß,10.2921968086308,0.936558481588365,2024,16.318242309206582,0
B-958246,de9d60a2-81d2-4eae-8499-6ebb52c5027b,2023-01-11T11:12:26.423Z,2023-01-11T11:24:37.381Z,8.895553911438057,klein,5.993898322906032,1.118229505988563,2023,12.1826294572227,0
B-384182,d741aeab-deef-4100-9be4-e73273337d42,2023-01-11T11:29:37.381Z,2023-01-11T11:40:51.726Z,11.265863635511021,klein,8.095188087394554,1.1479353656496358,2023,11.239088191667298,0
B-978881,7a58b22e-707c-4a0e-9b31-53248b3d2ac6,2023-01-11T11:45:51.726Z,2023-01-11T11:56:36.071Z,10.405846041702599,klein,9.342338300205583,1.1778011048421144,2023,10.739083091629045,0
B-464576,f24ee14e-8d65-4a36-9dc1-598898f2343f,2023-01-11T12:01:36.071Z,2023-01-11T12:16:52.521Z,6.968511770005536,mittel,5.846304726830077,0.9704357605599053,2022,15.274164815985484,1
B-645466,b0a9dad7-a674-4c21-bce8-bc4e1bc0a8f8,2023-01-11T12:21:52.521Z,2023-01-11T12:32:18.904Z,13.095010402660122,klein,11.027484597367621,1.057671347609779,2024,10.439712237224457,0
B-250546,7da217d9-6b0a-479c-b65b-9884799a1c64,2023-01-11T12:37:18.904Z,2023-01-11T12:50:47.136Z,13.591755346191043,mittel,11.213993493353332,0.9785672736541733,2023,13.470538619949975,0
B-830167,151e1cb1-fb24-4ba6-b6de-1d409930fef6,2023-01-11T12:55:47.136Z,2023-01-11T13:06:40.037Z,8.774422619031228,klein,7.410234016153127,1.2,2022,10.881672329881583,1
B-297865,8043189a-0444-4dbd-b734-938440b16ac9,2023-01-11T13:11:40.037Z,2023-01-11T13:22:44.800Z,9.224596880128031,mittel,6.053205375791341,0.983155243660743,2022,11.079386474851274,1
B-712032,b496bb1e-d471-4787-8f88-66bf0d5e4f78,2023-01-11T13:27:44.800Z,2023-01-11T13:41:48.430Z,10.57173078144981,klein,9.504702331781298,1.107678284927051,2024,14.060499387939133,0
B-774437,fddb4be5-9d42-4054-a819-ce70c5a24c1d,2023-01-11T13:46:48.430Z,2023-01-11T13:58:02.825Z,10.668913579974049,klein,9.704720856407013,1.196283610475136,2023,11.239926307421293,0
B-220904,f628c928-1987-43e0-bd64-bcf4905308bf,2023-01-11T14:03:02.825Z,2023-01-11T14:14:14.250Z,11.31708854534566,groß,8.824280092208502,0.8334612551988474,2024,11.190409241159413,0
B-900917,f8ad80c1-ad53-4039-a458-6f03d4677186,2023-01-11T14:19:14.250Z,2023-01-11T14:33:30.186Z,14.0204090775327,klein,11.172850312212297,1.1244919593174891,2022,14.265609394349614,1
B-371593,e1b50ae3-02f2-4899-b1ef-14ded99b18f4,2023-01-11T14:38:30.186Z,2023-01-11T14:53:41.874Z,9.6461055450119,groß,6.185776933453799,0.8574728044831654,2023,15.194794586443246,0
B-920888,08a0fd7f-3bca-4984-b4ab-2888797075f5,2023-01-11T14:58:41.874Z,2023-01-11T15:11:59.237Z,8.403405510923093,mittel,7.236979164756311,1.0385375104809393,2022,13.289379606568467,1
B-300238,924f78c9-9f52-422b-a0c6-d3494a7c544a,2023-01-11T15:16:59.237Z,2023-01-11T15:27:40.664Z,7.241361543970946,klein,6.365146676890902,1.2,2023,10.690460448752102,0
B-233348,4642f6aa-5778-483a-8f11-14ee08c3543a,2023-01-11T15:32:40.664Z,2023-01-11T15:43:39.391Z,8.538139920116162,groß,6.768320919093619,0.8913618053828711,2023,10.97878300140484,1
B-205406,d0f9e939-f2b2-4200-833e-4acb5e607f29,2023-01-11T15:48:39.391Z,2023-01-11T16:00:48.981Z,9.933746054252406,klein,9.071350203272429,1.2,2023,12.159830527480075,0
B-734341,6d476a10-65f6-4b07-9c58-784702af0960,2023-01-11T16:05:48.981Z,2023-01-11T16:18:27.493Z,13.589115727035576,groß,10.537215350648522,0.8247016900506072,2024,12.641860123851314,1
B-883153,d2280c57-7e76-4e22-880a-55fc7f92f20f,2023-01-11T16:23:27.493Z,2023-01-11T16:33:28.949Z,8.964777401927657,klein,7.736427847435726,1.0987065947015262,2023,10.024268179720456,1
B-828133,487e9f02-da2b-4310-bcac-9d2c52c3c663,2023-01-11T16:38:28.949Z,2023-01-11T16:51:55.713Z,10.447575903277796,groß,7.338396383930122,0.8531165674809561,2024,13.446075879159729,0
B-128394,367fbc7a-8410-4ee3-b80a-9c179d627ba5,2023-01-11T16:56:55.713Z,2023-01-11T17:09:05.975Z,9.967154207854495,klein,7.950171215409359,1.1553584957629797,2024,12.171026659279198,1
B-637475,00b3b6b5-ad5d-4a14-add7-208f9594a2e5,2023-01-11T17:14:05.975Z,2023-01-11T17:22:40.090Z,12.376786546896168,mittel,9.7270749796141,0.9460743629317702,2024,8.568583362723741,1
B-736860,40fadd1b-cf79-4e3e-9466-1d9e1afccb94,2023-01-11T17:27:40.090Z,2023-01-11T17:37:48.619Z,15,mittel,12.225307922040942,0.9912352735047993,2024,10.142147035078539,1
B-841421,a5c3b487-5961-4c27-9ce4-b772604f0537,2023-01-11T17:42:48.619Z,2023-01-11T17:53:48.123Z,8.938262454159359,groß,6.781083034494129,0.8699658800859565,2023,10.991742652696672,0
B-944384,7fefa7a3-c949-4cd3-8462-4a86976c314c,2023-01-11T17:58:48.123Z,2023-01-11T18:10:39.381Z,9.021121114963556,groß,7.085424296299177,0.8680196697509039,2023,11.85428462231789,0
B-241363,fb6512fa-4b6a-46b1-9711-02ba3751777e,2023-01-11T18:15:39.381Z,2023-01-11T18:31:26.094Z,12.088321754138144,groß,10.496704574752023,0.8752143926692136,2024,15.778557591007992,1
B-829513,94625970-8ab0-4395-b6a8-e8ed1cde62d1,2023-01-11T18:36:26.094Z,2023-01-11T18:48:54.675Z,11.363782979252623,groß,8.654262146163882,0.8645482365068722,2024,12.476342612279257,1
B-682516,6c4f7817-26d7-4b65-87a0-90039994dd23,2023-01-11T18:53:54.675Z,2023-01-11T19:04:13.782Z,13.693414651472068,klein,9.348154620438976,1.124649567036497,2024,10.31845622020275,0
B-855071,f8fe2e25-5491-4258-8c9d-482d3510ed22,2023-01-11T19:09:13.782Z,2023-01-11T19:21:40.258Z,11.167856370651927,klein,10.683869000726963,1.1243049686675577,2022,12.441261608614326,1
B-617153,95d19f91-d406-465d-aae9-a60a9fa022fc,2023-01-11T19:26:40.258Z,2023-01-11T19:37:58.007Z,9.28141581842588,klein,8.80658673343119,1.090052430100306,2023,11.295824505092238,0
B-174415,3ae1eff0-679c-4f7b-832f-d84a4ae297c5,2023-01-11T19:42:58.007Z,2023-01-11T19:55:36.978Z,11.181309661384619,mittel,7.652785034002077,1.0892387519592548,2023,12.649516479067083,1
B-111994,65c7b9f9-1d77-40dc-85bf-23613b6aa932,2023-01-11T20:00:36.978Z,2023-01-11T20:13:46.646Z,12.217407161165816,mittel,10.463633534177848,1.0006725182309646,2024,13.161135374071229,0
B-261816,f2c0bb9b-be88-454c-b3e2-57a8d5250fd8,2023-01-11T20:18:46.646Z,2023-01-11T20:33:11.754Z,11.640964362394728,mittel,8.809796719364439,0.9887573472102574,2024,14.418461294447876,0
B-695444,346d60e0-8c67-4af3-94ed-8a4b3108acdd,2023-01-11T20:38:11.754Z,2023-01-11T20:50:08.840Z,11.014548062214596,klein,9.075125665102735,1.103560395927377,2023,11.951427008659948,0
B-608179,80f65459-2a70-402b-ac15-55fcf0888544,2023-01-11T20:55:08.840Z,2023-01-11T21:10:25.515Z,12.133349379178307,mittel,10.00090363235614,1.146782895116389,2023,15.277921055199666,0
B-896716,8b69faf0-9834-4036-a7de-a357681e6712,2023-01-11T21:15:25.515Z,2023-01-11T21:29:14.478Z,12.338591180891346,klein,9.636465144396755,1.0963335983888551,2024,13.816045325072382,0
B-202651,5b8f2219-0761-4760-a450-2b2f260d20d5,2023-01-11T21:34:14.478Z,2023-01-11T21:44:49.585Z,12.764317982075054,mittel,9.427688720073647,0.9785576037196964,2023,10.585120910375624,0
B-429194,34f606bd-c009-406e-bfa5-e5d0ff78a731,2023-01-11T21:49:49.585Z,2023-01-11T22:06:14.767Z,11.297419775179286,mittel,8.34739476782717,1.020791841814303,2024,16.419711331496927,0
B-134643,3131d948-9e1b-4bf3-9b7f-c7cbaf790af2,2023-01-11T22:11:14.767Z,2023-01-11T22:23:54.007Z,9.665763839366292,mittel,6.816419156011792,1.0300106482872138,2022,12.653989026540195,0
B-627237,618b4a6a-a5e6-4527-808b-e121d7b831c9,2023-01-11T22:28:54.007Z,2023-01-11T22:39:13.792Z,10.293427372866645,mittel,7.4029196900628715,1.0478966027607841,2024,10.32975099205553,1
B-847411,8180923e-9b87-4f2c-a03d-d1d120b12b55,2023-01-11T22:44:13.792Z,2023-01-11T22:59:32.141Z,12.413017933016715,mittel,9.863236056364016,1.0903804253884632,2024,15.305826102460843,0
B-302577,f628c928-1987-43e0-bd64-bcf4905308bf,2023-01-11T23:04:32.141Z,2023-01-11T23:20:41.475Z,8.366128658025527,klein,5.9771429373096705,1.1753078827730354,2022,16.155555170396887,0
B-373450,317cc5ad-f8c8-4574-8c08-996961cb7d6e,2023-01-11T23:25:41.475Z,2023-01-11T23:37:37.512Z,10.737346617745802,mittel,9.271929359909262,0.9471984600016666,2024,11.93394947256088,0
B-246129,aab017ff-329b-46bb-8422-54980b0ac1f7,2023-01-11T23:42:37.512Z,2023-01-11T23:53:37.074Z,9.213322375345278,klein,8.85790405561215,1.1371527437439108,2022,10.992699479248808,1
B-754522,caee0e11-4e42-49ff-93aa-d65e409659a3,2023-01-11T23:58:37.074Z,2023-01-12T00:10:16.389Z,10.057489645869635,mittel,7.465938475325665,1.0153916186256942,2023,11.655250085092677,1
B-996982,384c4628-057a-4e61-b1db-218fef2d88b1,2023-01-12T00:15:16.389Z,2023-01-12T00:28:42.156Z,12.556903725214598,mittel,10.284927480707056,1.1034113020752911,2024,13.4294634550354,0
B-912222,a9be735a-4159-421c-a89a-4a99e68d42b6,2023-01-12T00:33:42.156Z,2023-01-12T00:48:15.499Z,10.382198136039806,klein,8.80544361913478,1.080109726078785,2024,14.555713310061028,1
B-150741,b43019f7-1091-4580-97fc-cec73c918888,2023-01-12T00:53:15.499Z,2023-01-12T01:06:23.958Z,10.092873096312298,klein,8.546300747969113,1.2,2024,13.140974661727148,1
B-219930,a09d9014-4924-4799-a40a-e8f2fe42ff36,2023-01-12T01:11:23.958Z,2023-01-12T01:23:36.165Z,7.280287718040162,groß,5.900185442348217,0.8589957184773208,2022,12.203446416943539,0
